period,keyword,url
중기,임산부 베개,https://www.coupang.com/vp/products/8292157484?itemId=2053125227&vendorItemId=70052432283&sourceType=srp_product_ads&clickEventId=b9b27f70-3ae9-11f1-9f2c-d001cef4a09e&korePlacement=15&koreSubPlacement=1&clickEventId=b9b27f70-3ae9-11f1-9f2c-d001cef4a09e&korePlacement=15&koreSubPlacement=1
중기,임산부 베개,https://www.coupang.com/vp/products/8634677569?itemId=25052888532&vendorItemId=92057418488&q=%EC%9E%84%EC%82%B0%EB%B6%80%20%EB%B2%A0%EA%B0%9C&searchId=09c77f4a29884513&sourceType=search&itemsCount=36&searchRank=1&rank=1
중기,임산부 베개,https://www.coupang.com/vp/products/8933333781?itemId=26900499335&vendorItemId=94217637281&q=%EC%9E%84%EC%82%B0%EB%B6%80%20%EB%B2%A0%EA%B0%9C&searchId=09c77f4a29884513&sourceType=search&itemsCount=36&searchRank=2&rank=2
중기,임산부 베개,https://www.coupang.com/vp/products/5415393391?itemId=22396408843&vendorItemId=89441321104&pickType=COU_PICK&q=%EC%9E%84%EC%82%B0%EB%B6%80%20%EB%B2%A0%EA%B0%9C&searchId=09c77f4a29884513&sourceType=search&itemsCount=36&searchRank=3&rank=3
중기,임산부 베개,https://www.coupang.com/vp/products/1423297269?itemId=2462316641&vendorItemId=5541355566&sourceType=srp_product_ads&clickEventId=b9b2a680-3ae9-11f1-a174-53f13aec98c9&korePlacement=15&koreSubPlacement=5&clickEventId=b9b2a680-3ae9-11f1-a174-53f13aec98c9&korePlacement=15&koreSubPlacement=5
중기,임산부 베개,https://www.coupang.com/vp/products/5122821650?itemId=7992646530&vendorItemId=75281506604&sourceType=srp_product_ads&clickEventId=b9b2a680-3ae9-11f1-a68a-9faf008bdce8&korePlacement=15&koreSubPlacement=6&clickEventId=b9b2a680-3ae9-11f1-a68a-9faf008bdce8&korePlacement=15&koreSubPlacement=6
중기,임산부 베개,https://www.coupang.com/vp/products/6130827731?itemId=11690149469&vendorItemId=78964483070&sourceType=srp_product_ads&clickEventId=b9b2a680-3ae9-11f1-803a-40a981738f82&korePlacement=15&koreSubPlacement=9&clickEventId=b9b2a680-3ae9-11f1-803a-40a981738f82&korePlacement=15&koreSubPlacement=9
중기,임산부 베개,https://www.coupang.com/vp/products/8926445417?itemId=26091029554&vendorItemId=92507417805&q=%EC%9E%84%EC%82%B0%EB%B6%80%20%EB%B2%A0%EA%B0%9C&searchId=09c77f4a29884513&sourceType=search&itemsCount=36&searchRank=9&rank=9
중기,임산부 베개,https://www.coupang.com/vp/products/8518498846?itemId=24662622374&vendorItemId=91556564925&sourceType=srp_product_ads&clickEventId=b9b2a680-3ae9-11f1-b8c9-d174008b99e5&korePlacement=15&koreSubPlacement=11&clickEventId=b9b2a680-3ae9-11f1-b8c9-d174008b99e5&korePlacement=15&koreSubPlacement=11
중기,임산부 베개,https://www.coupang.com/vp/products/8225250699?itemId=25691634309&vendorItemId=92680808450&sourceType=srp_product_ads&clickEventId=b9b2cd90-3ae9-11f1-9188-263862c8c85e&korePlacement=15&koreSubPlacement=12&clickEventId=b9b2cd90-3ae9-11f1-9188-263862c8c85e&korePlacement=15&koreSubPlacement=12
중기,임산부 베개,https://www.coupang.com/vp/products/8389710272?itemId=24250733878&vendorItemId=91267656442&q=%EC%9E%84%EC%82%B0%EB%B6%80%20%EB%B2%A0%EA%B0%9C&searchId=09c77f4a29884513&sourceType=search&itemsCount=36&searchRank=12&rank=12
중기,임산부 베개,https://www.coupang.com/vp/products/9441505648?itemId=28082719838&vendorItemId=95047121369&q=%EC%9E%84%EC%82%B0%EB%B6%80%20%EB%B2%A0%EA%B0%9C&searchId=09c77f4a29884513&sourceType=search&itemsCount=36&searchRank=13&rank=13
중기,임산부 베개,https://www.coupang.com/vp/products/9324709377?itemId=27640183555&vendorItemId=94440531989&q=%EC%9E%84%EC%82%B0%EB%B6%80%20%EB%B2%A0%EA%B0%9C&searchId=09c77f4a29884513&sourceType=search&itemsCount=36&searchRank=14&rank=14
중기,임산부 베개,https://www.coupang.com/vp/products/7475371728?itemId=19514446901&vendorItemId=86760744781&q=%EC%9E%84%EC%82%B0%EB%B6%80%20%EB%B2%A0%EA%B0%9C&searchId=09c77f4a29884513&sourceType=search&itemsCount=36&searchRank=16&rank=16
중기,임산부 베개,https://www.coupang.com/vp/products/8255449059?itemId=23773615042&vendorItemId=90798005803&q=%EC%9E%84%EC%82%B0%EB%B6%80%20%EB%B2%A0%EA%B0%9C&searchId=09c77f4a29884513&sourceType=search&itemsCount=36&searchRank=17&rank=17
중기,임산부 복대,https://www.coupang.com/vp/products/7724317932?itemId=20739021703&vendorItemId=89343707439&sourceType=srp_product_ads&clickEventId=c2348990-3ae9-11f1-aca8-9766eb98f8cf&korePlacement=15&koreSubPlacement=1&clickEventId=c2348990-3ae9-11f1-aca8-9766eb98f8cf&korePlacement=15&koreSubPlacement=1
중기,임산부 복대,https://www.coupang.com/vp/products/1292049?itemId=5600467&vendorItemId=3007101907&q=%EC%9E%84%EC%82%B0%EB%B6%80%20%EB%B3%B5%EB%8C%80&searchId=0b3dc35829887778&sourceType=search&itemsCount=36&searchRank=1&rank=1
중기,임산부 복대,https://www.coupang.com/vp/products/6223117653?itemId=12464823199&vendorItemId=88288847971&q=%EC%9E%84%EC%82%B0%EB%B6%80%20%EB%B3%B5%EB%8C%80&searchId=0b3dc35829887778&sourceType=search&itemsCount=36&searchRank=2&rank=2
중기,임산부 복대,https://www.coupang.com/vp/products/9294163260?itemId=27528523972&vendorItemId=94493167941&q=%EC%9E%84%EC%82%B0%EB%B6%80%20%EB%B3%B5%EB%8C%80&searchId=0b3dc35829887778&sourceType=search&itemsCount=36&searchRank=3&rank=3
중기,임산부 복대,https://www.coupang.com/vp/products/9271878917?itemId=27442703792&vendorItemId=94408115489&sourceType=srp_product_ads&clickEventId=c2348990-3ae9-11f1-9151-f73d2aee0462&korePlacement=15&koreSubPlacement=5&clickEventId=c2348990-3ae9-11f1-9151-f73d2aee0462&korePlacement=15&koreSubPlacement=5
